01.09 13:03:58 STATS: vdl.0 cache connection, 32 calls, total 0.102309465408325 sec spent, avg 3.2 ms
01.09 13:04:33 STATS: vdl.0 cache, locks:2
01.09 13:05:33 STATS: vdl.0 cache, locks:0
01.09 13:05:58 STATS: vdl.0 cache connection, 42 calls, total 0.117043972015381 sec spent, avg 2.79 ms
01.09 13:06:33 STATS: vdl.0 cache, locks:2
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:07:12 STATS: vdl.0 cache, locks:0
01.09 13:40:56 STATS: vdl.0 cache, locks:0
01.09 13:40:56 STATS: vdl.0 cache, locks:0
01.09 13:40:56 STATS: vdl.0 cache, locks:0
01.09 13:40:56 STATS: vdl.0 cache, locks:0
