10.11 22:00:57 STATS: vdl.0 cache, locks:2
10.11 22:01:57 STATS: vdl.0 cache, locks:2
10.11 22:02:57 STATS: vdl.0 cache, locks:2
10.11 22:03:57 STATS: vdl.0 cache, locks:2
10.11 22:04:57 STATS: vdl.0 cache, locks:2
10.11 22:05:57 STATS: vdl.0 cache, locks:2
10.11 22:06:57 STATS: vdl.0 cache, locks:2
10.11 22:07:57 STATS: vdl.0 cache, locks:2
10.11 22:08:57 STATS: vdl.0 cache, locks:2
10.11 22:09:57 STATS: vdl.0 cache, locks:2
10.11 22:10:57 STATS: vdl.0 cache, locks:2
10.11 22:11:57 STATS: vdl.0 cache, locks:2
10.11 22:12:57 STATS: vdl.0 cache, locks:2
10.11 22:13:57 STATS: vdl.0 cache, locks:2
10.11 22:14:57 STATS: vdl.0 cache, locks:2
10.11 22:15:57 STATS: vdl.0 cache, locks:2
10.11 22:16:57 STATS: vdl.0 cache, locks:2
10.11 22:17:58 STATS: vdl.0 cache, locks:2
10.11 22:18:58 STATS: vdl.0 cache, locks:2
10.11 22:19:58 STATS: vdl.0 cache, locks:2
10.11 22:20:58 STATS: vdl.0 cache, locks:2
10.11 22:21:58 STATS: vdl.0 cache, locks:2
10.11 22:22:58 STATS: vdl.0 cache, locks:2
10.11 22:23:58 STATS: vdl.0 cache, locks:2
10.11 22:24:58 STATS: vdl.0 cache, locks:2
10.11 22:25:58 STATS: vdl.0 cache, locks:2
10.11 22:26:58 STATS: vdl.0 cache, locks:2
10.11 22:27:58 STATS: vdl.0 cache, locks:2
10.11 22:28:58 STATS: vdl.0 cache, locks:2
10.11 22:29:58 STATS: vdl.0 cache, locks:2
10.11 22:30:58 STATS: vdl.0 cache, locks:2
10.11 22:31:58 STATS: vdl.0 cache, locks:2
10.11 22:32:58 STATS: vdl.0 cache, locks:2
10.11 22:33:58 STATS: vdl.0 cache, locks:2
10.11 22:34:58 STATS: vdl.0 cache, locks:2
10.11 22:35:58 STATS: vdl.0 cache, locks:2
10.11 22:36:58 STATS: vdl.0 cache, locks:2
10.11 22:37:58 STATS: vdl.0 cache, locks:2
10.11 22:38:58 STATS: vdl.0 cache, locks:2
10.11 22:39:58 STATS: vdl.0 cache, locks:2
10.11 22:40:58 STATS: vdl.0 cache, locks:2
10.11 22:41:58 STATS: vdl.0 cache, locks:2
10.11 22:42:58 STATS: vdl.0 cache, locks:2
10.11 22:43:58 STATS: vdl.0 cache, locks:2
10.11 22:44:58 STATS: vdl.0 cache, locks:2
10.11 22:45:58 STATS: vdl.0 cache, locks:2
10.11 22:46:58 STATS: vdl.0 cache, locks:2
10.11 22:47:58 STATS: vdl.0 cache, locks:2
10.11 22:48:58 STATS: vdl.0 cache, locks:2
10.11 22:49:58 STATS: vdl.0 cache, locks:2
10.11 22:50:58 STATS: vdl.0 cache, locks:2
10.11 22:51:58 STATS: vdl.0 cache, locks:2
10.11 22:52:58 STATS: vdl.0 cache, locks:2
10.11 22:53:58 STATS: vdl.0 cache, locks:2
10.11 22:54:58 STATS: vdl.0 cache, locks:2
10.11 22:55:58 STATS: vdl.0 cache, locks:2
10.11 22:56:58 STATS: vdl.0 cache, locks:2
10.11 22:57:58 STATS: vdl.0 cache, locks:2
10.11 22:58:58 STATS: vdl.0 cache, locks:2
10.11 22:59:58 STATS: vdl.0 cache, locks:2
