03.11 16:04:27 STATS: vdl.0 cache connection, 21 calls, total 0.273673057556152 sec spent, avg 13.03 ms
03.11 16:05:19 STATS: vdl.0 cache, locks:2
03.11 16:06:19 STATS: vdl.0 cache, locks:2
03.11 16:07:17 STATS: vdl.0 cache connection, 30 calls, total 0.35662579536438 sec spent, avg 11.89 ms
03.11 16:07:19 STATS: vdl.0 cache, locks:0
03.11 16:08:19 STATS: vdl.0 cache, locks:2
03.11 16:09:19 STATS: vdl.0 cache, locks:2
03.11 16:10:19 STATS: vdl.0 cache, locks:2
03.11 16:10:19 STATS: vdl.0 cache, locks:2
03.11 16:10:19 STATS: vdl.0 cache, locks:2
03.11 16:10:19 STATS: vdl.0 cache connection, 42 calls, total 0.405496597290039 sec spent, avg 9.65 ms
03.11 16:10:19 STATS: vdl.0 cache, locks:0
03.11 16:10:19 STATS: vdl.0 cache, locks:0
03.11 16:14:29 STATS: vdl.0 cache connection, 48 calls, total 0.438275814056396 sec spent, avg 9.13 ms
03.11 16:15:19 STATS: vdl.0 cache, locks:0
03.11 16:15:19 STATS: vdl.0 cache, locks:0
03.11 16:15:19 STATS: vdl.0 cache, locks:0
03.11 16:17:59 STATS: vdl.0 cache, locks:0
03.11 16:17:59 STATS: vdl.0 cache, locks:0
03.11 16:17:59 STATS: vdl.0 cache, locks:0
03.11 16:17:59 STATS: vdl.0 cache, locks:0
03.11 16:17:59 STATS: vdl.0 cache, locks:0
03.11 16:17:59 STATS: vdl.0 cache, locks:0
03.11 16:24:11 STATS: vdl.0 cache, locks:0
03.11 16:24:11 STATS: vdl.0 cache, locks:0
03.11 16:24:11 STATS: vdl.0 cache, locks:0
03.11 16:24:11 STATS: vdl.0 cache, locks:0
03.11 16:24:11 STATS: vdl.0 cache, locks:0
03.11 16:30:12 STATS: vdl.0 cache, locks:0
03.11 16:31:12 STATS: vdl.0 cache, locks:0
03.11 16:32:12 STATS: vdl.0 cache, locks:0
03.11 16:33:12 STATS: vdl.0 cache, locks:0
03.11 16:34:12 STATS: vdl.0 cache, locks:0
03.11 16:35:12 STATS: vdl.0 cache, locks:0
03.11 16:36:12 STATS: vdl.0 cache, locks:0
03.11 16:37:12 STATS: vdl.0 cache, locks:0
03.11 16:38:12 STATS: vdl.0 cache, locks:0
03.11 16:39:12 STATS: vdl.0 cache, locks:0
03.11 16:40:12 STATS: vdl.0 cache, locks:0
03.11 16:41:12 STATS: vdl.0 cache, locks:0
03.11 16:42:12 STATS: vdl.0 cache, locks:0
03.11 16:43:12 STATS: vdl.0 cache, locks:0
03.11 16:44:12 STATS: vdl.0 cache, locks:0
03.11 16:45:12 STATS: vdl.0 cache, locks:0
03.11 16:46:12 STATS: vdl.0 cache, locks:0
03.11 16:47:12 STATS: vdl.0 cache, locks:0
03.11 16:48:12 STATS: vdl.0 cache, locks:0
03.11 16:49:12 STATS: vdl.0 cache, locks:0
03.11 16:50:12 STATS: vdl.0 cache, locks:0
03.11 16:51:12 STATS: vdl.0 cache, locks:0
03.11 16:52:12 STATS: vdl.0 cache, locks:0
03.11 16:53:12 STATS: vdl.0 cache, locks:0
03.11 16:54:12 STATS: vdl.0 cache, locks:0
03.11 16:55:12 STATS: vdl.0 cache, locks:0
03.11 16:56:12 STATS: vdl.0 cache, locks:0
03.11 16:57:12 STATS: vdl.0 cache, locks:0
03.11 16:58:12 STATS: vdl.0 cache, locks:0
03.11 16:59:12 STATS: vdl.0 cache, locks:0
