29.09 07:00:30 STATS: vdl.0 cache, locks:0
29.09 07:01:30 STATS: vdl.0 cache, locks:0
29.09 07:02:30 STATS: vdl.0 cache, locks:0
29.09 07:03:30 STATS: vdl.0 cache, locks:0
29.09 07:04:30 STATS: vdl.0 cache, locks:0
29.09 07:05:30 STATS: vdl.0 cache, locks:0
29.09 07:06:30 STATS: vdl.0 cache, locks:0
29.09 07:07:30 STATS: vdl.0 cache, locks:0
29.09 07:08:30 STATS: vdl.0 cache, locks:0
29.09 07:09:30 STATS: vdl.0 cache, locks:0
29.09 07:10:30 STATS: vdl.0 cache, locks:0
29.09 07:11:30 STATS: vdl.0 cache, locks:0
29.09 07:12:30 STATS: vdl.0 cache, locks:0
29.09 07:13:30 STATS: vdl.0 cache, locks:0
29.09 07:14:30 STATS: vdl.0 cache, locks:0
29.09 07:15:30 STATS: vdl.0 cache, locks:0
29.09 07:16:30 STATS: vdl.0 cache, locks:0
29.09 07:17:30 STATS: vdl.0 cache, locks:0
29.09 07:18:30 STATS: vdl.0 cache, locks:0
29.09 07:19:30 STATS: vdl.0 cache, locks:0
29.09 07:20:30 STATS: vdl.0 cache, locks:0
29.09 07:21:30 STATS: vdl.0 cache, locks:0
29.09 07:22:30 STATS: vdl.0 cache, locks:0
29.09 07:23:30 STATS: vdl.0 cache, locks:0
29.09 07:24:30 STATS: vdl.0 cache, locks:0
29.09 07:25:30 STATS: vdl.0 cache, locks:0
29.09 07:26:30 STATS: vdl.0 cache, locks:0
29.09 07:27:30 STATS: vdl.0 cache, locks:0
29.09 07:28:30 STATS: vdl.0 cache, locks:0
29.09 07:29:30 STATS: vdl.0 cache, locks:0
29.09 07:30:30 STATS: vdl.0 cache, locks:0
29.09 07:31:30 STATS: vdl.0 cache, locks:0
29.09 07:32:30 STATS: vdl.0 cache, locks:0
29.09 07:33:30 STATS: vdl.0 cache, locks:0
29.09 07:34:30 STATS: vdl.0 cache, locks:0
29.09 07:35:30 STATS: vdl.0 cache, locks:0
29.09 07:36:30 STATS: vdl.0 cache, locks:0
29.09 07:37:30 STATS: vdl.0 cache, locks:0
29.09 07:38:30 STATS: vdl.0 cache, locks:0
29.09 07:39:30 STATS: vdl.0 cache, locks:0
29.09 07:40:30 STATS: vdl.0 cache, locks:0
29.09 07:41:30 STATS: vdl.0 cache, locks:0
29.09 07:42:30 STATS: vdl.0 cache, locks:0
29.09 07:43:30 STATS: vdl.0 cache, locks:0
29.09 07:44:30 STATS: vdl.0 cache, locks:0
29.09 07:45:30 STATS: vdl.0 cache, locks:0
29.09 07:46:30 STATS: vdl.0 cache, locks:0
29.09 07:47:30 STATS: vdl.0 cache, locks:0
29.09 07:48:30 STATS: vdl.0 cache, locks:0
29.09 07:49:30 STATS: vdl.0 cache, locks:0
29.09 07:50:30 STATS: vdl.0 cache, locks:0
29.09 07:51:30 STATS: vdl.0 cache, locks:0
29.09 07:52:30 STATS: vdl.0 cache, locks:0
29.09 07:53:30 STATS: vdl.0 cache, locks:0
29.09 07:54:30 STATS: vdl.0 cache, locks:0
29.09 07:55:30 STATS: vdl.0 cache, locks:0
29.09 07:56:30 STATS: vdl.0 cache, locks:0
29.09 07:57:30 STATS: vdl.0 cache, locks:0
29.09 07:58:31 STATS: vdl.0 cache, locks:0
29.09 07:59:31 STATS: vdl.0 cache, locks:0
