12.10 02:00:27 STATS: vdl.0 cache, locks:0
12.10 02:01:27 STATS: vdl.0 cache, locks:0
12.10 02:01:27 STATS: vdl.0 cache connection, 59 calls, total 0.235862493515015 sec spent, avg 4 ms
12.10 02:02:27 STATS: vdl.0 cache, locks:0
12.10 02:03:27 STATS: vdl.0 cache, locks:0
12.10 02:04:27 STATS: vdl.0 cache, locks:0
12.10 02:05:27 STATS: vdl.0 cache, locks:0
12.10 02:06:27 STATS: vdl.0 cache, locks:0
12.10 02:07:27 STATS: vdl.0 cache, locks:0
12.10 02:08:27 STATS: vdl.0 cache, locks:0
12.10 02:09:27 STATS: vdl.0 cache, locks:0
12.10 02:10:27 STATS: vdl.0 cache, locks:0
12.10 02:11:27 STATS: vdl.0 cache, locks:0
12.10 02:12:27 STATS: vdl.0 cache, locks:0
12.10 02:13:27 STATS: vdl.0 cache, locks:0
12.10 02:14:27 STATS: vdl.0 cache, locks:0
12.10 02:15:27 STATS: vdl.0 cache, locks:0
12.10 02:16:27 STATS: vdl.0 cache, locks:0
12.10 02:17:27 STATS: vdl.0 cache, locks:0
12.10 02:18:27 STATS: vdl.0 cache, locks:0
12.10 02:19:27 STATS: vdl.0 cache, locks:0
12.10 02:20:27 STATS: vdl.0 cache, locks:0
12.10 02:21:27 STATS: vdl.0 cache, locks:0
12.10 02:22:27 STATS: vdl.0 cache, locks:0
12.10 02:23:27 STATS: vdl.0 cache, locks:0
12.10 02:24:27 STATS: vdl.0 cache, locks:0
12.10 02:25:27 STATS: vdl.0 cache, locks:0
12.10 02:26:27 STATS: vdl.0 cache, locks:0
12.10 02:27:27 STATS: vdl.0 cache, locks:0
12.10 02:28:27 STATS: vdl.0 cache, locks:0
12.10 02:29:27 STATS: vdl.0 cache, locks:0
12.10 02:30:27 STATS: vdl.0 cache, locks:0
12.10 02:31:27 STATS: vdl.0 cache, locks:0
12.10 02:31:27 STATS: vdl.0 cache connection, 60 calls, total 0.244421482086182 sec spent, avg 4.07 ms
12.10 02:32:27 STATS: vdl.0 cache, locks:0
12.10 02:33:27 STATS: vdl.0 cache, locks:0
12.10 02:34:27 STATS: vdl.0 cache, locks:0
12.10 02:35:27 STATS: vdl.0 cache, locks:0
12.10 02:36:27 STATS: vdl.0 cache, locks:0
12.10 02:37:27 STATS: vdl.0 cache, locks:0
12.10 02:38:27 STATS: vdl.0 cache, locks:0
12.10 02:39:27 STATS: vdl.0 cache, locks:0
12.10 02:40:27 STATS: vdl.0 cache, locks:0
12.10 02:41:27 STATS: vdl.0 cache, locks:0
12.10 02:42:27 STATS: vdl.0 cache, locks:0
12.10 02:43:27 STATS: vdl.0 cache, locks:0
12.10 02:44:27 STATS: vdl.0 cache, locks:0
12.10 02:45:27 STATS: vdl.0 cache, locks:0
12.10 02:46:27 STATS: vdl.0 cache, locks:0
12.10 02:47:27 STATS: vdl.0 cache, locks:0
12.10 02:48:27 STATS: vdl.0 cache, locks:0
12.10 02:49:27 STATS: vdl.0 cache, locks:0
12.10 02:50:27 STATS: vdl.0 cache, locks:0
12.10 02:51:27 STATS: vdl.0 cache, locks:0
12.10 02:52:27 STATS: vdl.0 cache, locks:0
12.10 02:53:27 STATS: vdl.0 cache, locks:0
12.10 02:54:27 STATS: vdl.0 cache, locks:0
12.10 02:55:27 STATS: vdl.0 cache, locks:0
12.10 02:56:27 STATS: vdl.0 cache, locks:0
12.10 02:57:27 STATS: vdl.0 cache, locks:0
12.10 02:58:27 STATS: vdl.0 cache, locks:0
12.10 02:59:27 STATS: vdl.0 cache, locks:0
