20.11 00:00:09 STATS: vdl.0 cache, locks:0
20.11 00:01:09 STATS: vdl.0 cache, locks:0
20.11 00:02:09 STATS: vdl.0 cache, locks:0
20.11 00:03:09 STATS: vdl.0 cache, locks:0
20.11 00:04:09 STATS: vdl.0 cache, locks:0
20.11 00:05:09 STATS: vdl.0 cache, locks:0
20.11 00:06:09 STATS: vdl.0 cache, locks:0
20.11 00:07:09 STATS: vdl.0 cache, locks:0
20.11 00:08:09 STATS: vdl.0 cache, locks:0
20.11 00:09:09 STATS: vdl.0 cache, locks:0
20.11 00:10:09 STATS: vdl.0 cache, locks:0
20.11 00:11:09 STATS: vdl.0 cache, locks:0
20.11 00:12:09 STATS: vdl.0 cache, locks:0
20.11 00:13:09 STATS: vdl.0 cache, locks:0
20.11 00:14:09 STATS: vdl.0 cache, locks:0
20.11 00:15:09 STATS: vdl.0 cache, locks:0
20.11 00:16:09 STATS: vdl.0 cache, locks:0
20.11 00:17:09 STATS: vdl.0 cache, locks:0
20.11 00:18:09 STATS: vdl.0 cache, locks:0
20.11 00:19:09 STATS: vdl.0 cache, locks:0
20.11 00:20:09 STATS: vdl.0 cache, locks:0
20.11 00:21:09 STATS: vdl.0 cache, locks:0
20.11 00:22:09 STATS: vdl.0 cache, locks:0
20.11 00:23:09 STATS: vdl.0 cache, locks:0
20.11 00:24:09 STATS: vdl.0 cache, locks:0
20.11 00:25:09 STATS: vdl.0 cache, locks:0
20.11 00:26:09 STATS: vdl.0 cache, locks:0
20.11 00:27:09 STATS: vdl.0 cache, locks:0
20.11 00:28:09 STATS: vdl.0 cache, locks:0
20.11 00:29:09 STATS: vdl.0 cache, locks:0
20.11 00:30:09 STATS: vdl.0 cache, locks:0
20.11 00:31:09 STATS: vdl.0 cache, locks:0
20.11 00:32:09 STATS: vdl.0 cache, locks:0
20.11 00:33:09 STATS: vdl.0 cache, locks:0
20.11 00:34:09 STATS: vdl.0 cache, locks:0
20.11 00:35:09 STATS: vdl.0 cache, locks:0
20.11 00:36:09 STATS: vdl.0 cache, locks:0
20.11 00:37:09 STATS: vdl.0 cache, locks:0
20.11 00:38:09 STATS: vdl.0 cache, locks:0
20.11 00:39:09 STATS: vdl.0 cache, locks:0
20.11 00:40:09 STATS: vdl.0 cache, locks:0
20.11 00:41:10 STATS: vdl.0 cache, locks:0
20.11 00:42:10 STATS: vdl.0 cache, locks:0
20.11 00:43:10 STATS: vdl.0 cache, locks:0
20.11 00:44:10 STATS: vdl.0 cache, locks:0
20.11 00:45:10 STATS: vdl.0 cache, locks:0
20.11 00:46:10 STATS: vdl.0 cache, locks:0
20.11 00:47:10 STATS: vdl.0 cache, locks:0
20.11 00:48:10 STATS: vdl.0 cache, locks:0
20.11 00:49:10 STATS: vdl.0 cache, locks:0
20.11 00:50:10 STATS: vdl.0 cache, locks:0
20.11 00:51:10 STATS: vdl.0 cache, locks:0
20.11 00:52:10 STATS: vdl.0 cache, locks:0
20.11 00:53:10 STATS: vdl.0 cache, locks:0
20.11 00:54:10 STATS: vdl.0 cache, locks:0
20.11 00:55:10 STATS: vdl.0 cache, locks:0
20.11 00:56:10 STATS: vdl.0 cache, locks:0
20.11 00:57:10 STATS: vdl.0 cache, locks:0
20.11 00:58:10 STATS: vdl.0 cache, locks:0
20.11 00:59:10 STATS: vdl.0 cache, locks:0
