27.12 01:00:18 STATS: vdl.0 cache, locks:0
27.12 01:01:18 STATS: vdl.0 cache, locks:0
27.12 01:02:18 STATS: vdl.0 cache, locks:0
27.12 01:03:18 STATS: vdl.0 cache, locks:0
27.12 01:04:18 STATS: vdl.0 cache, locks:0
27.12 01:05:18 STATS: vdl.0 cache, locks:0
27.12 01:06:18 STATS: vdl.0 cache, locks:0
27.12 01:07:18 STATS: vdl.0 cache, locks:0
27.12 01:08:18 STATS: vdl.0 cache, locks:0
27.12 01:09:18 STATS: vdl.0 cache, locks:0
27.12 01:10:18 STATS: vdl.0 cache, locks:0
27.12 01:11:18 STATS: vdl.0 cache, locks:0
27.12 01:12:18 STATS: vdl.0 cache, locks:0
27.12 01:13:19 STATS: vdl.0 cache, locks:0
27.12 01:14:19 STATS: vdl.0 cache, locks:0
27.12 01:15:19 STATS: vdl.0 cache, locks:0
27.12 01:16:19 STATS: vdl.0 cache, locks:0
27.12 01:17:19 STATS: vdl.0 cache, locks:0
27.12 01:18:19 STATS: vdl.0 cache, locks:0
27.12 01:19:19 STATS: vdl.0 cache, locks:0
27.12 01:20:19 STATS: vdl.0 cache, locks:0
27.12 01:21:19 STATS: vdl.0 cache, locks:0
27.12 01:22:19 STATS: vdl.0 cache, locks:0
27.12 01:23:19 STATS: vdl.0 cache, locks:0
27.12 01:24:19 STATS: vdl.0 cache, locks:0
27.12 01:25:19 STATS: vdl.0 cache, locks:0
27.12 01:26:19 STATS: vdl.0 cache, locks:0
27.12 01:27:19 STATS: vdl.0 cache, locks:0
27.12 01:28:19 STATS: vdl.0 cache, locks:0
27.12 01:29:19 STATS: vdl.0 cache, locks:0
27.12 01:30:19 STATS: vdl.0 cache, locks:0
27.12 01:31:19 STATS: vdl.0 cache, locks:0
27.12 01:32:19 STATS: vdl.0 cache, locks:0
27.12 01:33:19 STATS: vdl.0 cache, locks:0
27.12 01:34:19 STATS: vdl.0 cache, locks:0
27.12 01:35:19 STATS: vdl.0 cache, locks:0
27.12 01:36:19 STATS: vdl.0 cache, locks:0
27.12 01:37:19 STATS: vdl.0 cache, locks:0
27.12 01:38:19 STATS: vdl.0 cache, locks:0
27.12 01:39:19 STATS: vdl.0 cache, locks:0
27.12 01:40:19 STATS: vdl.0 cache, locks:0
27.12 01:41:19 STATS: vdl.0 cache, locks:0
27.12 01:42:19 STATS: vdl.0 cache, locks:0
27.12 01:43:19 STATS: vdl.0 cache, locks:0
27.12 01:44:19 STATS: vdl.0 cache, locks:0
27.12 01:45:19 STATS: vdl.0 cache, locks:0
27.12 01:46:19 STATS: vdl.0 cache, locks:0
27.12 01:47:19 STATS: vdl.0 cache, locks:0
27.12 01:48:19 STATS: vdl.0 cache, locks:0
27.12 01:49:19 STATS: vdl.0 cache, locks:0
27.12 01:50:19 STATS: vdl.0 cache, locks:0
27.12 01:51:19 STATS: vdl.0 cache, locks:0
27.12 01:52:19 STATS: vdl.0 cache, locks:0
27.12 01:53:19 STATS: vdl.0 cache, locks:0
27.12 01:54:19 STATS: vdl.0 cache, locks:0
27.12 01:55:19 STATS: vdl.0 cache, locks:0
27.12 01:56:19 STATS: vdl.0 cache, locks:0
27.12 01:57:19 STATS: vdl.0 cache, locks:0
27.12 01:58:19 STATS: vdl.0 cache, locks:0
27.12 01:59:19 STATS: vdl.0 cache, locks:0
