21.11 02:00:46 STATS: vdl.0 cache, locks:0
21.11 02:01:46 STATS: vdl.0 cache, locks:0
21.11 02:02:46 STATS: vdl.0 cache, locks:0
21.11 02:03:46 STATS: vdl.0 cache, locks:0
21.11 02:04:46 STATS: vdl.0 cache, locks:0
21.11 02:05:46 STATS: vdl.0 cache, locks:0
21.11 02:06:46 STATS: vdl.0 cache, locks:0
21.11 02:07:46 STATS: vdl.0 cache, locks:0
21.11 02:08:46 STATS: vdl.0 cache, locks:0
21.11 02:09:46 STATS: vdl.0 cache, locks:0
21.11 02:10:46 STATS: vdl.0 cache, locks:0
21.11 02:11:46 STATS: vdl.0 cache, locks:0
21.11 02:12:46 STATS: vdl.0 cache, locks:0
21.11 02:13:46 STATS: vdl.0 cache, locks:0
21.11 02:14:46 STATS: vdl.0 cache, locks:0
21.11 02:15:46 STATS: vdl.0 cache, locks:0
21.11 02:16:46 STATS: vdl.0 cache, locks:0
21.11 02:17:46 STATS: vdl.0 cache, locks:0
21.11 02:18:46 STATS: vdl.0 cache, locks:0
21.11 02:19:46 STATS: vdl.0 cache, locks:0
21.11 02:20:46 STATS: vdl.0 cache, locks:0
21.11 02:21:46 STATS: vdl.0 cache, locks:0
21.11 02:22:46 STATS: vdl.0 cache, locks:0
21.11 02:23:46 STATS: vdl.0 cache, locks:0
21.11 02:24:46 STATS: vdl.0 cache, locks:0
21.11 02:25:46 STATS: vdl.0 cache, locks:0
21.11 02:26:46 STATS: vdl.0 cache, locks:0
21.11 02:27:46 STATS: vdl.0 cache, locks:0
21.11 02:28:46 STATS: vdl.0 cache, locks:0
21.11 02:29:46 STATS: vdl.0 cache, locks:0
21.11 02:30:46 STATS: vdl.0 cache, locks:0
21.11 02:31:46 STATS: vdl.0 cache, locks:0
21.11 02:32:46 STATS: vdl.0 cache, locks:0
21.11 02:33:46 STATS: vdl.0 cache, locks:0
21.11 02:34:46 STATS: vdl.0 cache, locks:0
21.11 02:35:46 STATS: vdl.0 cache, locks:0
21.11 02:36:46 STATS: vdl.0 cache, locks:0
21.11 02:37:46 STATS: vdl.0 cache, locks:0
21.11 02:38:46 STATS: vdl.0 cache, locks:0
21.11 02:39:46 STATS: vdl.0 cache, locks:0
21.11 02:40:46 STATS: vdl.0 cache, locks:0
21.11 02:41:46 STATS: vdl.0 cache, locks:0
21.11 02:42:46 STATS: vdl.0 cache, locks:0
21.11 02:43:46 STATS: vdl.0 cache, locks:0
21.11 02:44:46 STATS: vdl.0 cache, locks:0
21.11 02:45:46 STATS: vdl.0 cache, locks:0
21.11 02:46:46 STATS: vdl.0 cache, locks:0
21.11 02:47:46 STATS: vdl.0 cache, locks:0
21.11 02:48:46 STATS: vdl.0 cache, locks:0
21.11 02:49:46 STATS: vdl.0 cache, locks:0
21.11 02:50:46 STATS: vdl.0 cache, locks:0
21.11 02:51:46 STATS: vdl.0 cache, locks:0
21.11 02:52:46 STATS: vdl.0 cache, locks:0
21.11 02:53:46 STATS: vdl.0 cache, locks:0
21.11 02:54:46 STATS: vdl.0 cache, locks:0
21.11 02:55:46 STATS: vdl.0 cache, locks:0
21.11 02:56:46 STATS: vdl.0 cache, locks:0
21.11 02:57:46 STATS: vdl.0 cache, locks:0
21.11 02:58:46 STATS: vdl.0 cache, locks:0
21.11 02:59:46 STATS: vdl.0 cache, locks:0
